,0
3502,"Think with what threats you dared the Trojan throng, Think what reproach these ears endured so long; ‘Stern son of Peleus, (thus ye used to say, While restless, raging, in your ships you lay) Oh nursed with gall, unknowing how to yield; Whose rage defrauds us of so famed a field: If that dire fury must for ever burn, What make we here?"
3503,"Return, ye chiefs, return!’ Such were your words—Now, warriors!"
3504,"grieve no more, Lo there the Trojans; bathe your swords in gore!"
3505,"This day shall give you all your soul demands, Glut all your hearts, and weary all your hands!”   [Illustration: ] DIANA   Thus while he roused the fire in every breast, Close and more close the listening cohorts press’d; Ranks wedged in ranks; of arms a steely ring Still grows, and spreads, and thickens round the king."
3506,"As when a circling wall the builder forms, Of strength defensive against wind and storms, Compacted stones the thickening work compose, And round him wide the rising structure grows: So helm to helm, and crest to crest they throng, Shield urged on shield, and man drove man along; Thick, undistinguish’d plumes, together join’d, Float in one sea, and wave before the wind."
3507,"Far o’er the rest in glittering pomp appear, There bold Automedon, Patroclus here; Brothers in arms, with equal fury fired; Two friends, two bodies with one soul inspired."
3508,"But mindful of the gods, Achilles went To the rich coffer in his shady tent; There lay on heaps his various garments roll’d, And costly furs, and carpets stiff with gold, (The presents of the silver-footed dame) From thence he took a bowl, of antique frame, Which never man had stained with ruddy wine, Nor raised in offerings to the power divine, But Peleus’ son; and Peleus’ son to none Had raised in offerings, but to Jove alone."
3509,"This tinged with sulphur, sacred first to flame, He purged; and wash’d it in the running stream."
3510,"Then cleansed his hands; and fixing for a space His eyes on heaven, his feet upon the place Of sacrifice, the purple draught he pour’d Forth in the midst; and thus the god implored:  “O thou supreme!"
3511,high-throned all height above!
3512,"O great Pelasgic, Dodonaean Jove!"
3513,"Who ’midst surrounding frosts, and vapours chill, Presid’st on bleak Dodona’s vocal hill: (Whose groves the Selli, race austere!"
3514,"surround, Their feet unwash’d, their slumbers on the ground; Who hear, from rustling oaks, thy dark decrees; And catch the fates, low-whispered in the breeze;) Hear, as of old!"
3515,"Thou gav’st, at Thetis’ prayer, Glory to me, and to the Greeks despair."
3516,"Lo, to the dangers of the fighting field The best, the dearest of my friends, I yield, Though still determined, to my ships confined; Patroclus gone, I stay but half behind."
3517,Oh!
3518,"be his guard thy providential care, Confirm his heart, and string his arm to war: Press’d by his single force let Hector see His fame in arms not owing all to me."
3519,"But when the fleets are saved from foes and fire, Let him with conquest and renown retire; Preserve his arms, preserve his social train, And safe return him to these eyes again!”  Great Jove consents to half the chief’s request, But heaven’s eternal doom denies the rest; To free the fleet was granted to his prayer; His safe return, the winds dispersed in air."
3520,"Back to his tent the stern Achilles flies, And waits the combat with impatient eyes."
3521,"Meanwhile the troops beneath Patroclus’ care, Invade the Trojans, and commence the war."
3522,"As wasps, provoked by children in their play, Pour from their mansions by the broad highway, In swarms the guiltless traveller engage, Whet all their stings, and call forth all their rage: All rise in arms, and, with a general cry, Assert their waxen domes, and buzzing progeny."
3523,"Thus from the tents the fervent legion swarms, So loud their clamours, and so keen their arms: Their rising rage Patroclus’ breath inspires, Who thus inflames them with heroic fires:  “O warriors, partners of Achilles’ praise!"
3524,"Be mindful of your deeds in ancient days; Your godlike master let your acts proclaim, And add new glories to his mighty name."
3525,"Think your Achilles sees you fight: be brave, And humble the proud monarch whom you save.”  Joyful they heard, and kindling as he spoke, Flew to the fleet, involved in fire and smoke."
3526,"From shore to shore the doubling shouts resound, The hollow ships return a deeper sound."
3527,"The war stood still, and all around them gazed, When great Achilles’ shining armour blazed: Troy saw, and thought the dread Achilles nigh, At once they see, they tremble, and they fly."
3528,"Then first thy spear, divine Patroclus!"
3529,"flew, Where the war raged, and where the tumult grew."
3530,"Close to the stern of that famed ship which bore Unbless’d Protesilaus to Ilion’s shore, The great Pæonian, bold Pyrechmes stood; (Who led his bands from Axius’ winding flood;) His shoulder-blade receives the fatal wound; The groaning warrior pants upon the ground."
3531,"His troops, that see their country’s glory slain, Fly diverse, scatter’d o’er the distant plain."
3532,"Patroclus’ arm forbids the spreading fires, And from the half-burn’d ship proud Troy retires; Clear’d from the smoke the joyful navy lies; In heaps on heaps the foe tumultuous flies; Triumphant Greece her rescued decks ascends, And loud acclaim the starry region rends."
3533,"So when thick clouds enwrap the mountain’s head, O’er heaven’s expanse like one black ceiling spread; Sudden the Thunderer, with a flashing ray, Bursts through the darkness, and lets down the day: The hills shine out, the rocks in prospect rise, And streams, and vales, and forests, strike the eyes; The smiling scene wide opens to the sight, And all the unmeasured ether flames with light."
3534,"But Troy repulsed, and scatter’d o’er the plains, Forced from the navy, yet the fight maintains."
3535,"Now every Greek some hostile hero slew, But still the foremost, bold Patroclus flew: As Areilycus had turn’d him round, Sharp in his thigh he felt the piercing wound; The brazen-pointed spear, with vigour thrown, The thigh transfix’d, and broke the brittle bone: Headlong he fell."
3536,"Next, Thoas was thy chance; Thy breast, unarm’d, received the Spartan lance."
3537,"Phylides’ dart (as Amphidus drew nigh) His blow prevented, and transpierced his thigh, Tore all the brawn, and rent the nerves away; In darkness, and in death, the warrior lay."
3538,"In equal arms two sons of Nestor stand, And two bold brothers of the Lycian band: By great Antilochus, Atymnius dies, Pierced in the flank, lamented youth!"
3539,"he lies, Kind Maris, bleeding in his brother’s wound, Defends the breathless carcase on the ground; Furious he flies, his murderer to engage: But godlike Thrasimed prevents his rage, Between his arm and shoulder aims a blow; His arm falls spouting on the dust below: He sinks, with endless darkness cover’d o’er: And vents his soul, effused with gushing gore."
3540,"Slain by two brothers, thus two brothers bleed, Sarpedon’s friends, Amisodarus’ seed; Amisodarus, who, by Furies led, The bane of men, abhorr’d Chimaera bred; Skill’d in the dart in vain, his sons expire, And pay the forfeit of their guilty sire."
3541,"Stopp’d in the tumult Cleobulus lies, Beneath Oïleus’ arm, a living prize; A living prize not long the Trojan stood; The thirsty falchion drank his reeking blood: Plunged in his throat the smoking weapon lies; Black death, and fate unpitying, seal his eyes."
3542,"Amid the ranks, with mutual thirst of fame, Lycon the brave, and fierce Peneleus came; In vain their javelins at each other flew, Now, met in arms, their eager swords they drew."
3543,"On the plumed crest of his Bœotian foe The daring Lycon aim’d a noble blow; The sword broke short; but his, Peneleus sped Full on the juncture of the neck and head: The head, divided by a stroke so just, Hung by the skin; the body sunk to dust."
3544,"O’ertaken Neamas by Merion bleeds, Pierced through the shoulder as he mounts his steeds; Back from the car he tumbles to the ground: His swimming eyes eternal shades surround."
3545,"Next Erymas was doom’d his fate to feel, His open’d mouth received the Cretan steel: Beneath the brain the point a passage tore, Crash’d the thin bones, and drown’d the teeth in gore: His mouth, his eyes, his nostrils, pour a flood; He sobs his soul out in the gush of blood."
